Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
09/27/2023,01/01/2020,09/23/2023,AR,Craighead County,4,5,31,5031,Distribution of all-cause deaths (%),8680,1156,0.866,0.119,,0.003,,0.009,0.001,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Craighead County,4,5,31,5031,Distribution of COVID-19 deaths (%),8680,1156,0.824,0.159,,,,0.013,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Craighead County,4,5,31,5031,Distribution of population (%),8680,1156,0.743,0.169,0.003,0.013,0,0.053,0.018,Small metro,
09/27/2023,01/01/2020,09/23/2023,AR,Faulkner County,3,5,45,5045,Distribution of all-cause deaths (%),4648,496,0.895,0.083,0.004,0.003,,0.012,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Faulkner County,3,5,45,5045,Distribution of COVID-19 deaths (%),4648,496,0.879,0.089,,,,0.02,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Faulkner County,3,5,45,5045,Distribution of population (%),4648,496,0.795,0.122,0.005,0.012,0.001,0.043,0.021,Medium metro,
09/27/2023,01/01/2020,09/23/2023,AR,Garland County,4,5,51,5051,Distribution of all-cause deaths (%),7691,787,0.895,0.076,0.002,0.002,,0.015,0.009,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Garland County,4,5,51,5051,Distribution of COVID-19 deaths (%),7691,787,0.858,0.1,,,,0.032,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Garland County,4,5,51,5051,Distribution of population (%),7691,787,0.814,0.086,0.006,0.008,0.001,0.061,0.023,Small metro,
09/27/2023,01/01/2020,09/23/2023,AR,Independence County,5,5,63,5063,Distribution of all-cause deaths (%),2363,338,0.966,0.017,,,,0.012,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Independence County,5,5,63,5063,Distribution of COVID-19 deaths (%),2363,338,0.95,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Independence County,5,5,63,5063,Distribution of population (%),2363,338,0.878,0.023,0.004,0.008,0.001,0.069,0.017,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,AR,Jefferson County,4,5,69,5069,Distribution of all-cause deaths (%),3327,307,0.514,0.472,,,,0.008,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Jefferson County,4,5,69,5069,Distribution of COVID-19 deaths (%),3327,307,0.482,0.479,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Jefferson County,4,5,69,5069,Distribution of population (%),3327,307,0.378,0.573,0.003,0.009,0.001,0.023,0.012,Small metro,
09/27/2023,01/01/2020,09/23/2023,AR,Polk County,6,5,113,5113,Distribution of all-cause deaths (%),887,115,0.971,,,,,0.012,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Polk County,6,5,113,5113,Distribution of COVID-19 deaths (%),887,115,0.913,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Polk County,6,5,113,5113,Distribution of population (%),887,115,0.88,0.005,0.018,0.009,0.001,0.064,0.022,Noncore,
09/27/2023,01/01/2020,09/23/2023,AR,Pope County,5,5,115,5115,Distribution of all-cause deaths (%),2523,163,0.958,0.021,,,,0.017,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Pope County,5,5,115,5115,Distribution of COVID-19 deaths (%),2523,163,0.902,,,,,0.061,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Pope County,5,5,115,5115,Distribution of population (%),2523,163,0.833,0.031,0.007,0.012,0,0.097,0.02,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,AR,Pulaski County,3,5,119,5119,Distribution of all-cause deaths (%),27256,2570,0.698,0.272,0.002,0.006,0.001,0.018,0.003,Medium metro,
09/27/2023,01/01/2020,09/23/2023,AR,Pulaski County,3,5,119,5119,Distribution of COVID-19 deaths (%),27256,2570,0.668,0.287,,0.007,,0.034,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Pulaski County,3,5,119,5119,Distribution of population (%),27256,2570,0.51,0.379,0.003,0.023,0,0.063,0.021,Medium metro,
09/27/2023,01/01/2020,09/23/2023,AR,Saline County,3,5,125,5125,Distribution of all-cause deaths (%),3980,274,0.932,0.05,,0.004,,0.011,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Saline County,3,5,125,5125,Distribution of COVID-19 deaths (%),3980,274,0.891,0.088,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Saline County,3,5,125,5125,Distribution of population (%),3980,274,0.827,0.085,0.005,0.013,0,0.055,0.015,Medium metro,
09/27/2023,01/01/2020,09/23/2023,AR,Sebastian County,3,5,131,5131,Distribution of all-cause deaths (%),9445,1127,0.888,0.041,0.015,0.016,,0.023,0.016,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Sebastian County,3,5,131,5131,Distribution of COVID-19 deaths (%),9445,1127,0.857,0.028,0.03,0.015,,0.048,0.02,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Sebastian County,3,5,131,5131,Distribution of population (%),9445,1127,0.684,0.067,0.019,0.046,0.001,0.149,0.033,Medium metro,
09/27/2023,01/01/2020,09/23/2023,AR,Union County,5,5,139,5139,Distribution of all-cause deaths (%),1995,182,0.691,0.299,,,,0.006,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Union County,5,5,139,5139,Distribution of COVID-19 deaths (%),1995,182,0.665,0.319,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Union County,5,5,139,5139,Distribution of population (%),1995,182,0.605,0.328,0.004,0.007,0,0.041,0.014,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,AR,Washington County,3,5,143,5143,Distribution of all-cause deaths (%),9740,931,0.902,0.019,0.01,0.009,0.018,0.039,0.003,Medium metro,
09/27/2023,01/01/2020,09/23/2023,AR,Washington County,3,5,143,5143,Distribution of COVID-19 deaths (%),9740,931,0.842,0.014,0.021,,0.037,0.072,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,Washington County,3,5,143,5143,Distribution of population (%),9740,931,0.7,0.035,0.011,0.025,0.029,0.172,0.026,Medium metro,
09/27/2023,01/01/2020,09/23/2023,AR,White County,5,5,145,5145,Distribution of all-cause deaths (%),3983,416,0.951,0.039,,,,0.006,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,White County,5,5,145,5145,Distribution of COVID-19 deaths (%),3983,416,0.923,0.067,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AR,White County,5,5,145,5145,Distribution of population (%),3983,416,0.875,0.044,0.006,0.008,0.001,0.046,0.02,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,AZ,Apache County,6,4,1,4001,Distribution of all-cause deaths (%),2094,178,0.299,,0.629,,,0.053,0.013,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Apache County,6,4,1,4001,Distribution of COVID-19 deaths (%),2094,178,0.118,,0.837,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Apache County,6,4,1,4001,Distribution of population (%),2094,178,0.181,0.005,0.728,0.004,0.001,0.068,0.014,Noncore,
09/27/2023,01/01/2020,09/23/2023,AZ,Cochise County,4,4,3,4003,Distribution of all-cause deaths (%),4478,292,0.735,0.023,,0.01,,0.199,0.03,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Cochise County,4,4,3,4003,Distribution of COVID-19 deaths (%),4478,292,0.664,,,,,0.26,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Cochise County,4,4,3,4003,Distribution of population (%),4478,292,0.548,0.039,0.008,0.021,0.003,0.355,0.026,Small metro,
09/27/2023,01/01/2020,09/23/2023,AZ,Coconino County,4,4,5,4005,Distribution of all-cause deaths (%),4788,508,0.5,0.013,0.371,0.008,,0.087,0.022,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Coconino County,4,4,5,4005,Distribution of COVID-19 deaths (%),4788,508,0.274,,0.593,,,0.108,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Coconino County,4,4,5,4005,Distribution of population (%),4788,508,0.54,0.013,0.255,0.02,0.001,0.146,0.025,Small metro,
09/27/2023,01/01/2020,09/23/2023,AZ,Gila County,5,4,7,4007,Distribution of all-cause deaths (%),2855,257,0.748,,0.131,0.004,,0.099,0.014,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Gila County,5,4,7,4007,Distribution of COVID-19 deaths (%),2855,257,0.658,,0.195,,,0.125,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Gila County,5,4,7,4007,Distribution of population (%),2855,257,0.617,0.006,0.164,0.008,0.001,0.192,0.012,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,AZ,Graham County,5,4,9,4009,Distribution of all-cause deaths (%),1307,121,0.615,0.008,0.133,,,0.225,0.015,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Graham County,5,4,9,4009,Distribution of COVID-19 deaths (%),1307,121,0.587,,,,,0.331,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Graham County,5,4,9,4009,Distribution of population (%),1307,121,0.51,0.015,0.118,0.007,0.001,0.335,0.013,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,AZ,Maricopa County,1,4,13,4013,Distribution of all-cause deaths (%),167426,19099,0.714,0.052,0.03,0.019,0.002,0.163,0.019,Large central metro,
09/27/2023,01/01/2020,09/23/2023,AZ,Maricopa County,1,4,13,4013,Distribution of COVID-19 deaths (%),167426,19099,0.574,0.045,0.07,0.023,0.003,0.266,0.019,Large central metro,
09/27/2023,01/01/2020,09/23/2023,AZ,Maricopa County,1,4,13,4013,Distribution of population (%),167426,19099,0.541,0.057,0.016,0.045,0.002,0.315,0.023,Large central metro,
09/27/2023,01/01/2020,09/23/2023,AZ,Mohave County,4,4,15,4015,Distribution of all-cause deaths (%),14234,1373,0.872,0.009,0.014,0.007,0.001,0.068,0.028,Small metro,
09/27/2023,01/01/2020,09/23/2023,AZ,Mohave County,4,4,15,4015,Distribution of COVID-19 deaths (%),14234,1373,0.811,0.012,0.031,0.009,,0.114,0.021,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Mohave County,4,4,15,4015,Distribution of population (%),14234,1373,0.764,0.011,0.02,0.012,0.002,0.172,0.019,Small metro,
09/27/2023,01/01/2020,09/23/2023,AZ,Navajo County,5,4,17,4017,Distribution of all-cause deaths (%),4268,437,0.605,0.007,0.293,0.003,,0.069,0.023,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Navajo County,5,4,17,4017,Distribution of COVID-19 deaths (%),4268,437,0.577,,0.318,,,0.082,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Navajo County,5,4,17,4017,Distribution of population (%),4268,437,0.419,0.008,0.429,0.006,0.001,0.119,0.018,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,AZ,Pima County,3,4,19,4019,Distribution of all-cause deaths (%),49150,4874,0.686,0.029,0.026,0.012,0.001,0.224,0.023,Medium metro,
09/27/2023,01/01/2020,09/23/2023,AZ,Pima County,3,4,19,4019,Distribution of COVID-19 deaths (%),49150,4874,0.552,0.024,0.043,0.013,,0.351,0.016,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Pima County,3,4,19,4019,Distribution of population (%),49150,4874,0.509,0.035,0.024,0.03,0.001,0.38,0.02,Medium metro,
09/27/2023,01/01/2020,09/23/2023,AZ,Pinal County,2,4,21,4021,Distribution of all-cause deaths (%),10762,759,0.717,0.039,0.045,0.008,0.002,0.169,0.02,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,AZ,Pinal County,2,4,21,4021,Distribution of COVID-19 deaths (%),10762,759,0.599,0.029,0.07,,,0.266,0.021,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Pinal County,2,4,21,4021,Distribution of population (%),10762,759,0.558,0.048,0.043,0.017,0.003,0.31,0.021,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,AZ,Yavapai County,4,4,25,4025,Distribution of all-cause deaths (%),13090,1135,0.901,0.004,0.016,0.005,,0.056,0.018,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Yavapai County,4,4,25,4025,Distribution of COVID-19 deaths (%),13090,1135,0.852,,0.042,0.01,,0.078,0.016,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Yavapai County,4,4,25,4025,Distribution of population (%),13090,1135,0.798,0.008,0.014,0.011,0.001,0.15,0.018,Small metro,
09/27/2023,01/01/2020,09/23/2023,AZ,Yuma County,4,4,27,4027,Distribution of all-cause deaths (%),7839,1180,0.563,0.012,0.018,0.005,,0.381,0.02,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Yuma County,4,4,27,4027,Distribution of COVID-19 deaths (%),7839,1180,0.362,,0.025,,,0.593,0.011,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,AZ,Yuma County,4,4,27,4027,Distribution of population (%),7839,1180,0.3,0.019,0.01,0.011,0.001,0.647,0.012,Small metro,
